Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2000-01-03,92.69292449951172,94.48543915463765,91.69708302444175,94.48543915463765,8164300
2000-01-04,89.06804656982422,91.81656857935815,88.99833767827806,91.47798253470542,8089800
2000-01-05,89.22742462158203,90.2033495783806,87.47474306651525,89.18759094987598,12177900
2000-01-06,87.79338073730469,90.18340017661424,87.79338073730469,88.98839045695946,6227200
2000-01-07,92.89208984375,92.89208984375,89.2672269896414,89.42656162059123,8066500
2000-01-10,93.21080017089844,93.62905376140887,92.43404350280761,93.21080017089844,5741700
2000-01-11,92.09540557861328,93.11116372837739,91.45806713170246,92.93191229018373,7503700
2000-01-12,91.17925262451172,92.15517734679243,91.05975163811,92.15517734679243,6907700
2000-01-13,92.41412353515625,92.89212762240706,91.31869750187315,92.07553730668693,5158300
2000-01-14,93.66887664794922,93.98754601353866,93.0315379167703,93.39004095305845,7437300
2000-01-18,92.93189239501953,93.44972977227425,92.53355595097744,92.63314006198797,6488500
2000-01-19,93.68878173828125,93.68878173828125,92.4141044357196,92.61327276424485,6157900
2000-01-20,92.25475311279297,93.66884798995366,91.65724823511944,93.66884798995366,5800100
2000-01-21,92.05562591552734,92.73279841252602,91.81662385776309,92.73279841252602,6244800
2000-01-24,89.44654083251953,92.95190515817606,88.84903554973718,92.83240410161959,7896900
2000-01-25,90.4622573852539,90.4622573852539,88.59007504394746,89.55604146472791,9942500
2000-01-26,89.74524688720703,90.21329244909104,89.28715974153332,89.86474788173061,5158100
2000-01-27,89.3867416381836,90.64150204888001,88.03239706790808,90.40250006589022,10922700
2000-01-28,86.59840393066406,89.26725998556492,86.37931873212742,88.86892326095285,11916200
2000-01-31,88.94857025146484,89.01827916232023,86.04071282721185,86.55855045070896,10768700
2000-02-01,89.82488250732422,90.30288631667584,88.29128695232112,89.0680431425175,8419900
2000-02-02,89.9045639038086,90.66140338726998,89.46639367654147,90.04398170339358,6205900
2000-02-03,91.25894165039062,91.29877532199708,89.22742439846137,89.78509580095175,7997500
2000-02-04,90.88050842285156,91.77676590236686,90.5817559296798,91.2589282475358,4925400
2000-02-07,90.74111938476562,91.00003829433585,90.14361420883432,90.86062041995189,5845800
2000-02-08,91.97593688964844,92.13527155727884,91.53776655366485,91.75685172165664,4936400
2000-02-09,90.04400634765625,92.0755234119033,90.03404793067465,92.0755234119033,8511500
2000-02-10,90.22325134277344,90.8605899836054,89.78508102720147,90.26308500782544,6690600
2000-02-11,88.39093017578125,90.46228140117134,87.97267656296209,90.40253088505432,9849800
2000-02-14,88.90877532958984,89.08802689275434,88.15193539622864,89.08802689275434,8528800
2000-02-15,89.91461181640625,90.00423763392178,87.82334274104404,88.74947618870445,11078300
2000-02-16,88.59009552001953,89.82493947735793,88.46063607287921,89.46643639296936,8845400
2000-02-17,88.13198852539062,89.50625004137977,88.0921548582605,89.50625004137977,7584200
2000-02-18,86.2398681640625,88.51038663304705,85.80169793320583,88.51038663304705,9409200
2000-02-22,86.02079772949219,86.89713834076741,85.1046234540681,86.16021555401325,16415400
2000-02-23,87.03653717041016,87.61412517451585,85.7220265403765,86.43903233857668,12119000
2000-02-24,85.28388214111328,87.33531601793128,84.82579496473645,87.11623084662062,17375000
2000-02-25,84.97518920898438,87.13616612898316,84.84572976216417,86.16024106833855,10559900
2000-02-28,86.75774383544922,87.11624690914942,84.58680855582021,85.00506214180379,13397800
2000-02-29,87.59424591064453,87.59424591064453,86.51873675212366,86.71790511481271,8242500
2000-03-01,88.23155975341797,88.590062705012,87.45480335829758,87.71372215667105,6868000
2000-03-02,88.29131317138672,88.66973296616595,87.53447358182825,88.39089732790757,7600200
2000-03-03,89.94438934326172,90.32280905041894,89.0481321420999,89.50621915602706,12770300
2000-03-06,89.06804656982422,90.0838047037824,88.43070813283084,89.74521865912968,11967100
2000-03-07,87.34529113769531,89.32701647533085,86.180156140191,89.22743228750997,20062000
2000-03-08,87.23572540283203,87.85314720362832,86.06063229809068,86.97680658314326,11808500
2000-03-09,89.78504180908203,89.78504180908203,86.75768458748034,87.4746902452281,5500900
2000-03-10,89.30706787109375,90.50207769987735,88.92864809197896,89.34690153205321,7924600
2000-03-13,88.33112335205078,89.52613291261967,86.47885853316899,87.1161969654724,10540500
2000-03-14,87.07637786865234,89.28714592524439,86.77762542857234,88.76930836243903,8263900
2000-03-15,89.10790252685547,89.5062391496845,86.71788278988124,87.235720399559,10300800
2000-03-16,93.2705307006836,93.58920003470259,89.78508485985087,90.26308886087936,25601400
2000-03-17,93.8869857788086,94.56587933824702,92.92854781254258,93.16815730410907,10272900
2000-03-20,93.40775299072266,94.14654881386433,92.50921753014495,93.84703699367175,12502300
2000-03-21,95.32459259033203,95.68400663864078,92.32947552109245,92.98840127632515,13612600
2000-03-22,95.90365600585938,96.3828747741585,95.00512081529855,95.56420937831417,8260000
2000-03-23,97.54095458984375,98.06010808407832,95.30460107621785,95.30460107621785,11654500
2000-03-24,98.12006378173828,99.51778548803085,96.94198405786312,97.68077981690348,11462900
2000-03-27,97.08172607421875,98.2598054321741,97.00185628723874,98.00022862448903,8798600
2000-03-28,96.52266693115234,97.75066527957308,96.2231551388546,96.64247164807144,6334400
2000-03-29,96.62255096435547,97.43123319499328,95.62417784011124,96.8421930516892,6747500
2000-03-30,95.00511932373047,97.07175022957455,94.00674690544831,95.9435893969157,9491900
2000-03-31,96.08336639404297,97.32134825531286,94.8453845327731,95.60414760903528,9249100
2000-04-03,96.64241790771484,96.64241790771486,95.00508768696432,95.92359000592194,8508200
2000-04-04,95.92363739013672,97.7606429354932,90.34273467353738,96.96194487229472,19585500
2000-04-05,95.32459259033203,96.36289984100176,94.32622023391883,94.48595981094495,8387200
2000-04-06,96.15325927734375,96.92200613274355,95.2048053648375,96.0035033964217,6378500
2000-04-07,96.76224517822266,97.20152899867684,96.16322178669425,96.84211496375978,6023600
2000-04-10,96.38288879394531,97.83052903375494,96.04344211702444,96.96194488986917,9624200
2000-04-11,96.10330963134766,96.88203996079345,94.80542574893802,95.84373285486573,9006400
2000-04-12,93.46761322021484,96.58253474603272,93.38774343750156,96.08334860407473,10779200
2000-04-13,92.1697769165039,94.66570891705915,91.87026507643728,94.22642488496142,12225800
2000-04-14,86.89835357666016,91.25125823652043,85.30095737120685,91.13145352111142,29604000
2000-04-17,89.9333724975586,89.9333724975586,86.05968815818773,86.37916727896058,23918200
2000-04-18,92.30956268310547,92.30956268310547,89.31444384199237,89.81363031551122,11069200
2000-04-19,91.45088958740234,92.72880594844902,91.07150816771662,92.32945708562194,6553700
2000-04-20,91.89021301269531,91.97008281974676,90.97171023160362,91.73047339859241,8537600
2000-04-24,90.89178466796875,91.57067761144656,89.7736080551818,90.41256611963149,12893100
2000-04-25,94.66569519042969,94.66569519042969,92.2895682704421,92.40937298909694,14102000
2000-04-26,93.5974349975586,95.04507532552084,93.28793947916667,94.54588900553385,7711100
2000-04-27,93.28791046142578,94.14651066473085,91.37103558893072,91.37103558893072,15595300
2000-04-28,92.70886993408203,94.47598925115425,92.6889024841716,93.92688437861767,8743400
2000-05-01,93.96684265136719,94.87536184827266,93.18811191116248,93.64736337333449,7328300
2000-05-02,92.08988189697266,94.0067571489478,92.08988189697266,92.9684497207946,9411900
2000-05-03,89.9333724975586,92.00998678258215,89.31438170106118,92.00998678258215,12630700
2000-05-04,90.61229705810547,90.96172746765083,89.93340369098877,90.7321017699496,5963600
2000-05-05,91.71047973632812,92.00999142717178,90.05318171365988,90.13305149788486,7862400
2000-05-08,91.02163696289062,91.6106768423258,90.6322716188572,91.21132777152229,5064100
2000-05-09,90.2928237915039,91.63064316214317,89.62391410618427,91.41100117591881,5620300
2000-05-10,88.25614929199219,90.07318765976851,88.0165398369008,89.77367584090427,10293900
2000-05-11,90.27283477783203,90.41260691750132,88.8950808296634,89.53403918243727,7091100
2000-05-12,91.2512435913086,91.67056002794263,90.49248051549465,90.61228521167581,5960800
2000-05-15,92.82864379882812,93.03830195324579,90.73206225465154,91.21128089332048,4441300
2000-05-16,93.72720336914062,94.38612917041493,92.84863563410819,93.64733357504676,8192200
2000-05-17,92.748779296875,93.40770496249327,92.30949551979616,93.08822585189047,5907200
2000-05-18,91.61066436767578,93.48760474486879,91.61066436767578,93.04832082680234,4325600
2000-05-19,90.17300415039062,91.52080702464913,89.71375280064329,91.0915068498853,6518400
2000-05-22,89.49407958984375,90.39261452548476,87.5372701744478,90.25284242438504,10839400
2000-05-23,88.17628479003906,89.97335581157519,87.89674040891123,89.73374634203704,7979200
2000-05-24,89.61392211914062,89.89346643947663,87.21782794483205,88.17626561455548,11081500
2000-05-25,88.07647705078125,90.61234478722405,87.99660720081454,89.89351613752373,8278900
2000-05-26,88.17628479003906,89.25452740296073,87.74698449044988,88.69543864070505,4814000
2000-05-30,91.05155181884766,91.33109605688799,89.11470959813973,89.45415617290297,5362700
2000-05-31,91.2512435913086,92.01000666712254,90.79199225594753,91.0915039964004,6056500
2000-06-01,92.8486328125,92.92850260416667,91.37104166666666,91.81032552083333,8961600
2000-06-02,94.4660415649414,95.26473986606118,94.23641580336947,95.1649025784212,8962200
2000-06-05,94.0066909790039,94.70555125603558,93.84695148711094,94.22633278035671,6998100
2000-06-06,93.58741760253906,94.42605031841417,93.22800358144973,93.68725483061942,4858900
2000-06-07,94.23632049560547,94.56578321160875,93.28786722226268,93.68721596893333,4919500
2000-06-08,93.86695098876953,94.40607195807324,93.32783001946581,94.24633241161288,5723100
2000-06-09,93.66737365722656,94.54594207353821,93.04838227300698,94.24643011343197,3085300
2000-06-12,92.56910705566406,93.90692633364714,92.56910705566406,93.90692633364714,3678900
2000-06-13,94.30626678466797,94.40610403512812,92.4093590259249,92.5291637264771,6558700
2000-06-14,94.4660415649414,95.12496766336521,94.04672495685352,94.72561851280533,6420500
2000-06-15,94.66569519042969,95.04507679950333,93.82706215984584,94.64572773732056,5881200
2000-06-16,93.88785552978516,94.98865110730343,93.42752283373207,94.98865110730343,5567900
2000-06-19,95.0887222290039,95.52904045443816,93.66769522873886,93.80779648228612,5106900
2000-06-20,94.74844360351562,95.34887733991307,94.14800986711819,94.90855926655495,6480000
2000-06-21,94.70848083496094,95.06874132841598,94.07802497141459,94.10804667920252,3115000
2000-06-22,93.26737976074219,94.58833406636643,92.86709057721968,94.50827622966193,7490500
2000-06-23,92.46680450439453,93.58761425596295,92.14657314680355,93.38746965746859,4863300
2000-06-26,93.6576919555664,93.66769918838568,92.78706270028975,93.10729415050645,5201300
2000-06-27,92.96713256835938,93.96785520095744,92.87706753142555,93.49751556363636,4159500
