hex,type,flight,r,t,desc,ownOp,year,alt_baro,alt_geom,gs,track,baro_rate,squawk,emergency,category,nav_qnh,nav_altitude_mcp,nav_heading,lat,lon,nic,rc,seen_pos,version,nic_baro,nac_p,nac_v,sil,sil_type,gva,sda,alert,spi,mlat,tisb,messages,seen,rssi,dst,dir,nav_modes,geom_rate,true_heading,calc_track,time,dbFlags
a8102a,adsb_icao,UAL1792 ,N61898,B739,BOEING 737-900,UNITED AIRLINES INC,2016.0,29025,28500.0,427.9,254.83,-2624.0,3034.0,none,A3,1013.6,11008.0,248.2,40.330673,-103.156982,8,186,0.299,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],122280536,0.0,-15.8,91.454,66.6,,,,,1742361190.002,
a36a10,adsb_icao,UPS801  ,N319UP,B763,BOEING 767-300,UNITED PARCEL SERVICE CO,1997.0,35000,34425.0,507.0,96.23,64.0,3203.0,none,A5,1012.8,35008.0,92.11,39.675613,-102.925176,8,186,0.064,2.0,1.0,10.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],75167966,0.1,-20.6,95.465,91.6,"['vnav', 'tcas']",,,,1742361190.002,
a3615f,adsb_icao,FFT4855 ,N317FR,A20N,AIRBUS A-320neo,WELLS FARGO TRUST CO NA TRUSTEE,2017.0,37975,37775.0,452.3,310.88,0.0,7347.0,none,A3,1012.8,12000.0,,38.380784,-102.80564,8,186,0.948,2.0,1.0,10.0,2.0,3.0,perhour,2.0,3.0,0.0,0.0,[],[],125538404,0.1,-26.5,130.482,128.0,,,,,1742361190.002,
abbce5,adsb_icao,SWA8510 ,N8554X,B738,BOEING 737-800,SOUTHWEST AIRLINES CO,2017.0,32000,31425.0,432.0,255.93,0.0,2626.0,none,A3,1013.6,11008.0,262.27,40.416412,-102.713379,8,186,0.064,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],127877336,0.1,-15.2,112.229,68.0,,,,,1742361190.002,
a03fff,adsb_icao,AAL662  ,N115NN,A321,AIRBUS A-321,AMERICAN AIRLINES INC,2014.0,31975,31525.0,454.9,313.31,0.0,570.0,none,A3,,32000.0,0.0,38.025055,-102.428517,8,186,0.841,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],116938659,0.2,-22.6,157.886,129.9,,,,,1742361190.002,
ad0562,adsb_icao,SWA561  ,N938WN,B737,BOEING 737-700,SOUTHWEST AIRLINES CO,2009.0,37725,37400.0,498.1,79.01,1088.0,3256.0,none,A3,1013.6,39008.0,71.72,40.259958,-102.262303,8,186,0.0,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],142358707,0.0,-16.7,129.227,75.1,,,,,1742361190.002,
a2dd97,adsb_icao,N284HS  ,N284HS,C560,CESSNA 560 Citation Ultra,COBBLESTONE AVIATION LLC,1995.0,40000,39650.0,361.5,259.16,0.0,3636.0,none,A1,1013.6,40000.0,251.02,43.030747,-102.180372,9,75,0.438,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],7616049,0.3,-13.5,234.654,31.7,,,,,1742361190.002,8.0
aa7952,adsb_icao,EJA774  ,N774QS,CL35,BOMBARDIER BD-100 Challenger 350,"NETJETS SALES INC, LAL AIR INC, SHOEMAKER JOHN, CACHAJET LLC, ST",2015.0,41000,41400.0,572.7,61.65,,,,A2,1012.8,40992.0,69.61,36.31485,-102.03661,8,186,2.097,0.0,1.0,8.0,1.0,2.0,perhour,,,0.0,0.0,[],[],44521047,0.2,-27.5,248.533,144.9,,0.0,,,1742361190.002,
a4dd8f,adsb_icao,SWA117  ,N412WN,B737,BOEING 737-700,SOUTHWEST AIRLINES CO,2001.0,41000,41075.0,479.5,134.15,0.0,3223.0,none,A3,1013.6,40992.0,120.23,38.827499,-101.679443,8,186,0.641,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],126083269,0.4,-25.7,163.299,108.5,,,,,1742361190.002,
407cd1,adsb_icao,BAW3PB  ,G-XWBL,A35K,AIRBUS A-350-1000,,,37000,36800.0,562.2,58.83,0.0,2652.0,none,A5,1013.6,36992.0,53.44,38.77564,-101.632385,8,186,0.67,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],131377556,0.0,-24.6,166.471,109.3,,,,,1742361190.002,
a2e28f,adsb_icao,SWA1364 ,N285WN,B737,BOEING 737-700,SOUTHWEST AIRLINES CO,2007.0,37000,36500.0,493.3,63.9,-64.0,3207.0,none,A3,1013.6,36992.0,42.89,42.019446,-101.527213,8,186,0.268,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],137623414,0.3,-20.0,208.436,47.8,,,,,1742361190.002,
a76df8,adsb_icao,AAL2402 ,N578UW,A321,AIRBUS A-321,AMERICAN AIRLINES INC,2014.0,34025,33575.0,472.9,321.09,0.0,2312.0,none,A3,1013.6,34016.0,,39.864532,-101.265823,8,186,0.217,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],123898789,0.0,-23.9,171.951,86.3,,,,,1742361190.002,
a06435,adsb_icao,SKW4755 ,N124SY,E75L,EMBRAER ERJ-170-200 (long wing),SKYWEST AIRLINES INC,2014.0,29000,28550.0,426.0,110.9,0.0,,,A3,1013.6,29024.0,,38.80307,-101.042633,8,186,10.057,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],107343139,1.3,-32.1,191.887,105.8,"['autopilot', 'vnav', 'tcas']",,,,1742361190.002,
abc07b,adsb_icao,SWA4509 ,N8563Z,B738,BOEING 737-800,SOUTHWEST AIRLINES CO,2018.0,38000,37725.0,406.4,257.64,0.0,1755.0,none,A3,1013.6,38016.0,253.12,40.76825,-100.765808,8,186,0.242,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],125130953,0.2,-15.9,203.171,70.9,,,,,1742361190.002,
aab0ba,adsb_icao,SWA1954 ,N7881A,B737,BOEING 737-700,WELLS FARGO TRUST CO NA TRUSTEE,2008.0,41000,41000.0,500.6,94.58,0.0,3535.0,none,A3,1013.6,40992.0,90.7,39.629036,-100.281738,8,186,0.268,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],130293445,0.0,-12.6,217.638,90.2,,,,,1742361190.002,
a94b48,adsb_icao,UAL2071 ,N69830,B739,BOEING 737-900,UNITED AIRLINES INC,2014.0,36000,35600.0,410.8,263.29,0.0,6545.0,none,A3,1013.6,36000.0,255.94,41.152313,-100.269043,8,186,0.044,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],124083242,0.0,-6.5,231.766,67.0,,,,,1742361190.002,
4b1920,adsb_icao,SWR41G  ,HB-JNK,B77W,BOEING 777-300ER,,,33025,32775.0,564.7,54.37,0.0,7375.0,none,A5,1012.8,32992.0,49.22,37.947372,-100.228856,8,186,0.438,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],82811197,0.4,-26.7,247.243,114.3,,,,,1742361190.002,
aa7ec3,adsb_icao,UAL2294 ,N77559,B39M,BOEING 737 MAX 9,UNITED AIRLINES INC,2023.0,38000,37775.0,406.7,266.62,0.0,512.0,none,A3,1013.6,38016.0,257.34,40.829711,-99.773962,8,186,0.45,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],143889328,0.2,-3.9,247.68,73.0,,,,,1742361190.002,
aac7ab,adsb_icao,JBU72   ,N794JB,A320,AIRBUS A-320,JETBLUE AIRWAYS CORP,2011.0,32375,31675.0,468.2,79.29,1408.0,6015.0,none,A3,1013.6,35008.0,0.0,41.26125,-109.925204,8,186,0.079,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],107415176,0.1,-33.6,243.082,293.7,,,,,1742361202.001,
aa72f5,adsb_icao,SWA4297 ,N7721E,B737,BOEING 737-700,SOUTHWEST AIRLINES CO,2006.0,38000,37675.0,424.3,248.57,0.0,3272.0,none,A3,1013.6,38016.0,241.17,38.389443,-109.692754,8,186,1.688,2.0,1.0,10.0,2.0,3.0,perhour,,,0.0,0.0,[],[],122516892,0.0,-28.9,233.68,251.2,,,,,1742361202.001,
a081ca,adsb_icao,UAL702K ,N13138,B752,BOEING 757-200,UNITED AIRLINES INC,1999.0,40000,39525.0,416.0,244.67,0.0,7117.0,none,A4,1013.6,40000.0,238.36,38.787138,-108.707214,8,186,0.232,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],142376247,0.2,-23.1,181.978,252.9,,,,,1742361202.001,
a97c9a,adsb_icao,FFT1821 ,N710FR,A321,AIRBUS A-321,WILMINGTON TRUST CO TRUSTEE,2016.0,34000,33525.0,418.4,251.61,0.0,4175.0,none,A3,1012.8,34016.0,,38.060551,-108.632215,8,186,0.492,2.0,1.0,10.0,2.0,3.0,perhour,2.0,3.0,0.0,0.0,[],[],111520561,0.0,-22.5,197.757,240.5,,,,,1742361202.001,
a5ca89,adsb_icao,SWA1313 ,N472WN,B737,BOEING 737-700,SOUTHWEST AIRLINES CO,2004.0,40025,39900.0,403.3,265.45,-64.0,7130.0,none,A3,1013.6,40000.0,255.23,37.458817,-108.25456,8,186,0.257,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],121063899,0.0,-21.9,205.417,229.2,,,,,1742361202.001,
a47cd1,adsb_icao,ATN3388 ,N389AZ,B763,BOEING 767-300,CARGO AIRCRAFT MANAGEMENT INC,1995.0,38000,37675.0,427.2,247.28,64.0,6715.0,none,A5,1013.6,38016.0,241.88,38.448807,-108.165834,8,186,0.003,2.0,1.0,10.0,2.0,3.0,perhour,2.0,3.0,0.0,0.0,[],[],67750805,0.0,-14.0,167.011,243.4,,,,,1742361202.001,
ab38a1,adsb_icao,DAL656  ,N822DN,B739,BOEING 737-900,DELTA AIR LINES INC,2014.0,36000,35525.0,418.2,265.61,0.0,3142.0,none,A3,1013.6,36000.0,255.94,39.019913,-108.116813,8,186,0.003,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],136165327,0.0,-25.9,151.379,254.4,,,,,1742361202.001,
a1ce99,adsb_icao,JBU1723 ,N2151J,A21N,AIRBUS A-321neo,JETBLUE AIRWAYS CORP,2023.0,34000,33725.0,408.6,250.41,0.0,2604.0,none,A3,1013.6,34016.0,0.0,37.213486,-108.055037,8,186,0.754,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],163258114,0.3,-19.1,209.132,224.5,,,,,1742361202.001,
a28ee7,adsb_icao,SWA4066 ,N264LV,B737,BOEING 737-700,SOUTHWEST AIRLINES CO,2007.0,38000,37375.0,431.3,304.61,0.0,1430.0,none,A3,1013.6,38016.0,291.09,42.704865,-107.63805,8,186,0.327,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],126801117,0.3,-5.0,214.483,327.0,,,,,1742361202.001,
abd204,adsb_icao,SWA2380 ,N8606C,B738,BOEING 737-800,UMB BANK NA TRUSTEE,,38000,37750.0,397.7,254.39,0.0,6234.0,none,A3,1013.6,38016.0,248.91,37.870148,-107.58204,8,186,0.232,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],132181456,0.2,-23.6,165.221,228.0,,,,,1742361202.001,
a01fee,adsb_icao,AAL300  ,N107NN,A321,AIRBUS A-321,UMB BANK N A TRUSTEE,2014.0,32000,31625.0,413.0,251.65,64.0,7153.0,none,A3,,32000.0,0.0,36.918823,-107.471885,8,186,1.045,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],232821549,0.3,-19.6,205.758,215.4,,,,,1742361202.001,
ab741e,adsb_icao,UAL1325 ,N837UA,A319,AIRBUS A-319,UNITED AIRLINES INC,2001.0,36000,35400.0,441.6,291.8,0.0,3542.0,none,A3,1012.8,36000.0,,41.773837,-107.27236,8,186,0.055,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],122889954,0.1,-14.6,160.297,320.4,,,,,1742361202.001,
accb50,adsb_icao,SWA2089 ,N923WN,B737,BOEING 737-700,SOUTHWEST AIRLINES CO,2008.0,40000,39675.0,390.2,265.44,0.0,1417.0,none,A3,1013.6,40000.0,350.16,39.745972,-107.259581,8,186,0.471,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],121250152,0.0,-17.6,104.766,270.9,,,,,1742361202.001,
4caa40,adsb_icao,EIN950  ,EI-EIM,A333,AIRBUS A-330-300,,,35000,34325.0,494.8,36.45,0.0,1061.0,none,A5,1012.8,35008.0,,42.507826,-107.012457,8,186,0.257,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],77172049,0.3,-6.3,189.728,331.8,,,,,1742361202.001,
a19f29,adsb_icao,SWA2643 ,N203WN,B737,BOEING 737-700,SOUTHWEST AIRLINES CO,2005.0,38100,37725.0,413.9,259.56,1152.0,6557.0,none,A3,1013.6,40000.0,248.91,39.557485,-106.604736,8,186,0.223,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],125634519,0.0,-19.0,75.428,262.2,,,,,1742361202.001,
a45210,adsb_icao,FFT2142 ,N378FR,A20N,AIRBUS A-320neo,BANK OF UTAH TRUSTEE,2021.0,28925,28450.0,441.4,43.35,-1152.0,731.0,none,A3,1012.8,27008.0,,38.581284,-106.572577,8,186,0.003,2.0,1.0,10.0,2.0,3.0,perhour,2.0,3.0,0.0,0.0,[],[],137521601,0.0,-29.4,101.288,227.2,,,,,1742361202.001,
a553ce,adsb_icao,UAL1303 ,N442UA,A320,AIRBUS A-320,UNITED AIRLINES INC,1998.0,35525,34925.0,436.1,289.14,1728.0,3226.0,none,A3,1012.8,36000.0,,41.52185,-106.485177,8,186,0.055,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],108608499,0.1,-18.5,126.868,328.0,,,,,1742361202.001,
ac0c41,adsb_icao,SWA3762 ,N8757L,B38M,BOEING 737 MAX 8,SOUTHWEST AIRLINES CO,2022.0,27125,26700.0,428.0,43.39,-1024.0,2611.0,none,A3,1013.6,11008.0,28.12,38.696222,-106.437012,8,186,0.223,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],114614395,0.0,-18.3,91.924,227.5,,,,,1742361202.001,
a1be79,adsb_icao,AAY711  ,N211NV,A320,AIRBUS A-320,SUNRISE ASSET MANAGEMENT LLC,2013.0,35975,35750.0,378.4,242.96,64.0,6534.0,none,A3,1012.8,36000.0,,36.170623,-106.367759,8,186,0.257,2.0,1.0,9.0,1.0,3.0,perhour,2.0,3.0,0.0,0.0,[],[],119210017,0.3,-17.3,223.953,197.4,,,,,1742361202.001,
a808d7,adsb_icao,ATN3453 ,N617AZ,B763,BOEING 767-300,AMAZON.COM SERVICES LLC,2001.0,36000,35350.0,428.7,273.34,-64.0,3233.0,none,A5,1013.6,36000.0,264.38,40.005736,-106.32662,8,186,0.055,2.0,1.0,10.0,2.0,3.0,perhour,2.0,3.0,0.0,0.0,[],[],87186556,0.0,-14.8,63.622,285.0,,,,,1742361202.001,
a1427f,adsb_icao,AAL509  ,N180US,A321,AIRBUS A-321,WILMINGTON TRUST CO TRUSTEE,2001.0,28000,27550.0,406.3,294.74,64.0,501.0,none,A3,1013.6,28000.0,0.0,36.014347,-106.072881,8,186,2.159,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],119245894,1.6,-21.4,229.446,193.3,,,,,1742361202.001,
ad4cf2,adsb_icao,SWA4588 ,N956WN,B737,BOEING 737-700,SOUTHWEST AIRLINES CO,2011.0,38000,37750.0,424.7,247.72,0.0,1707.0,none,A3,1013.6,38016.0,241.17,37.976617,-106.07264,8,186,0.003,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],144722936,0.0,-20.3,117.303,205.9,,,,,1742361202.001,
a022c4,adsb_icao,DAL2103 ,N108DN,A321,AIRBUS A-321,DELTA AIR LINES INC,2021.0,36050,35475.0,434.8,244.67,0.0,3630.0,none,A3,1012.8,36000.0,,40.775757,-106.013073,8,186,0.268,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],162738512,0.3,-18.9,77.906,323.3,,,,,1742361202.001,
ac3adf,adsb_icao,SWA1785 ,N8875B,B38M,BOEING 737 MAX 8,SOUTHWEST AIRLINES CO,2023.0,31700,31025.0,391.8,273.66,2560.0,1433.0,none,A3,1013.6,40000.0,260.16,39.990555,-106.010071,8,186,0.257,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],144936391,0.1,-24.1,49.359,288.1,,,,,1742361202.001,
ad08bd,adsb_icao,SKW5802 ,N939SW,CRJ2,BOMBARDIER Regional Jet CRJ-200,SKYWEST AIRLINES INC,2003.0,27050,26475.0,470.4,318.45,,5110.0,none,A2,1012.8,12000.0,,41.903671,-105.911205,8,186,0.055,2.0,1.0,10.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],58949773,0.1,-18.4,136.526,342.5,,-2176.0,,,1742361202.001,
a5ae2f,adsb_icao,SWA706  ,N465WN,B737,BOEING 737-700,SOUTHWEST AIRLINES CO,2004.0,27525,27050.0,432.6,263.76,2240.0,2761.0,none,A3,1013.6,38016.0,260.86,39.8535,-105.800131,8,186,0.257,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],121916182,0.3,-13.8,37.983,280.7,,,,,1742361202.001,
a40817,adsb_icao,JTL359  ,N359V,CL60,BOMBARDIER CL-600 Challenger,VALMONT INDUSTRIES INC,1997.0,37000,36375.0,499.1,88.97,,6054.0,none,A5,1013.6,36992.0,71.02,41.576248,-105.61719,8,186,0.268,2.0,1.0,10.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],13852688,0.1,-15.6,113.933,345.7,,-64.0,,,1742361202.001,8.0
a75634,adsb_icao,DAL781  ,N572DT,A21N,AIRBUS A-321neo,DELTA AIR LINES INC,2024.0,37950,37750.0,426.3,264.08,0.0,2105.0,none,A3,1012.8,38016.0,,38.582355,-105.594604,8,186,0.223,2.0,1.0,10.0,1.0,3.0,perhour,2.0,3.0,0.0,0.0,[],[],101065042,0.0,-25.3,74.939,202.2,,,,,1742361202.001,
ab5f87,adsb_icao,SWA3386 ,N8318F,B738,BOEING 737-800,UMB BANK NA TRUSTEE,2012.0,22175,21775.0,346.0,276.14,768.0,676.0,none,A3,1013.6,26016.0,265.78,39.946472,-105.315063,8,186,0.153,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],105420864,0.0,-8.5,19.468,309.8,,,,,1742361202.001,
a752b3,adsb_icao,LXJ571  ,N571FX,CL30,BOMBARDIER BD-100 Challenger 300,FLEXJET LLC,2014.0,45000,45275.0,516.0,66.71,,1623.0,none,A2,1012.8,44992.0,56.25,37.166003,-105.237739,8,186,0.153,2.0,1.0,11.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],408826,0.2,-17.2,154.933,184.4,,-64.0,,,1742361202.001,
a66a84,adsb_icao,SKW6418 ,N512SY,E75L,EMBRAER ERJ-170-200 (long wing),SKYWEST AIRLINES INC,2021.0,16200,15975.0,333.0,247.21,1984.0,1453.0,none,A3,1010.4,23008.0,,39.736897,-105.062988,8,186,0.0,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],107611724,0.0,-9.9,3.308,268.0,"['vnav', 'tcas']",,,,1742361202.001,
a5aa1c,adsb_icao,SKW5085 ,N464SW,CRJ2,BOMBARDIER Regional Jet CRJ-200,SKYWEST AIRLINES INC,2003.0,27350,26850.0,423.0,352.12,,5177.0,none,A2,1012.8,30016.0,,41.383915,-104.972555,8,186,0.055,2.0,1.0,10.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],56369781,0.1,-15.4,98.753,0.5,,832.0,,,1742361202.001,
a95d32,adsb_icao,NKS108  ,N702NK,A21N,AIRBUS A-321neo,WILMINGTON TRUST CO TRUSTEE,2023.0,37025,36950.0,521.2,73.62,64.0,6754.0,none,A3,1012.8,36992.0,,37.115308,-104.913403,8,186,0.9,2.0,1.0,10.0,2.0,3.0,perhour,2.0,3.0,0.0,0.0,[],[],102211361,0.2,-24.1,157.581,178.7,,,,,1742361202.001,
abdd09,adsb_icao,SWA1250 ,N8635F,B738,BOEING 737-800,SOUTHWEST AIRLINES CO,2014.0,24975,24450.0,402.7,215.7,2624.0,2701.0,none,A3,1013.6,32000.0,213.75,39.373993,-104.849157,8,186,0.268,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],134106070,0.0,-9.1,22.88,163.4,,,,,1742361202.001,
a1ae05,adsb_icao,SWA345  ,N207WN,B737,BOEING 737-700,SOUTHWEST AIRLINES CO,2005.0,10850,10625.0,325.7,227.99,1152.0,3271.0,none,A3,1011.2,23008.0,352.97,39.818893,-104.84247,8,186,0.13,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],134731691,0.1,-10.8,8.332,54.9,,,,,1742361202.001,
aded25,adsb_icao,FDX1332 ,N997FD,B752,BOEING 757-200,FEDERAL EXPRESS CORP,,ground,,1.4,,,1440.0,none,A4,,,,38.814045,-104.720948,8,186,0.712,2.0,,9.0,1.0,3.0,perhour,,2.0,,,[],[],30835623,0.7,-9.5,56.94,167.2,,,2.81,,1742361202.001,
a2396e,adsb_icao,SWA3359 ,N242WN,B737,BOEING 737-700,SOUTHWEST AIRLINES CO,2006.0,ground,,0.0,,,1462.0,none,A3,,,,38.799475,-104.703873,8,186,2.192,2.0,,10.0,2.0,3.0,perhour,,2.0,,,[],[],128115880,0.2,-3.0,57.971,166.6,,,0.0,,1742361202.001,
ac523c,adsb_icao,UAL1823 ,N893UA,A319,AIRBUS A-319,UMB BANK NA TRUSTEE,2006.0,5550,5475.0,153.0,1.12,1920.0,,none,A3,1012.0,23008.0,,39.872955,-104.696363,8,186,0.483,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],90271678,0.4,-12.8,15.758,59.3,,,,,1742361202.001,
a2479f,adsb_icao,SKW4660 ,N246PS,CRJ2,BOMBARDIER Regional Jet CRJ-200,SKYWEST AIRLINES INC,2004.0,8225,8050.0,149.0,0.38,,5167.0,none,A2,1008.0,8992.0,,38.636261,-104.686392,8,186,0.209,2.0,1.0,10.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],9860509,0.0,-8.5,67.714,167.8,,-128.0,,,1742361202.001,
a742ec,adsb_icao,SWA3438 ,N567WN,B737,BOEING 737-700,SOUTHWEST AIRLINES CO,2002.0,ground,,0.0,,,1447.0,none,A3,,,,39.862891,-104.680771,8,186,3.266,2.0,,10.0,2.0,3.0,perhour,,2.0,0.0,0.0,[],[],135873407,3.3,-14.2,16.094,62.4,,,270.0,,1742361202.001,
abd90c,adsb_icao,SWA1603 ,N8623F,B738,BOEING 737-800,SOUTHWEST AIRLINES CO,2013.0,ground,,0.0,,,5161.0,none,A3,,,,39.864124,-104.68074,8,186,4.285,2.0,,10.0,2.0,3.0,perhour,,2.0,,,[],[],133894870,0.5,-11.6,16.129,62.2,,,270.0,,1742361202.001,
ac2bc6,adsb_icao,SWA791  ,N8833L,B38M,BOEING 737 MAX 8,SOUTHWEST AIRLINES CO,2022.0,ground,,0.0,,,3245.0,none,A3,,,,39.863717,-104.68074,8,186,0.232,2.0,,10.0,2.0,3.0,perhour,,2.0,0.0,0.0,[],[],147352354,0.2,-12.3,16.118,62.3,,,270.0,,1742361202.001,
a73410,adsb_icao,SWA684  ,N563WN,B737,BOEING 737-700,WILMINGTON TRUST CO TRUSTEE,2002.0,ground,,0.0,,,3550.0,none,A3,,,,39.864183,-104.678833,8,186,10.058,2.0,,10.0,2.0,3.0,perhour,,2.0,0.0,0.0,[],[],119486518,1.4,-14.4,16.209,62.3,,,270.0,,1742361202.001,
a2bba8,adsb_icao,UAL767  ,N27515,B39M,BOEING 737 MAX 9,WILMINGTON TRUST CO TRUSTEE,2020.0,7000,6900.0,125.0,0.92,-704.0,1312.0,none,A3,1011.2,5504.0,352.97,39.752865,-104.661438,8,186,0.268,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],101183882,0.0,-13.7,15.204,86.8,,,,,1742361202.001,
a3689e,adsb_icao,DAL2851 ,N319DU,BCS3,,DELTA AIR LINES INC,2023.0,5525,5450.0,125.0,0.0,,1565.0,none,A3,1012.0,10016.0,352.97,39.827316,-104.660538,8,186,0.721,2.0,1.0,10.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],133234957,0.1,-25.5,16.109,70.7,,-704.0,,,1742361202.001,
a5ce40,adsb_icao,SWA599  ,N473WN,B737,BOEING 737-700,SOUTHWEST AIRLINES CO,2004.0,8300,8150.0,260.7,123.26,3328.0,2725.0,none,A3,1011.2,23008.0,108.28,39.860959,-104.617371,8,186,0.028,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],113394618,0.0,-3.3,18.691,66.9,,,,,1742361202.001,
abbca1,adsb_icao,SWA2594 ,N8552Z,B738,BOEING 737-800,SOUTHWEST AIRLINES CO,2017.0,18575,18200.0,397.3,220.3,2368.0,1423.0,none,A3,1013.6,23008.0,218.67,39.599615,-104.565979,8,186,0.339,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],143961786,0.1,-11.7,21.326,113.0,,,,,1742361202.001,
adc5ff,adsb_icao,JBU187  ,N987JT,A321,AIRBUS A-321,JETBLUE AIRWAYS CORP,2017.0,34000,33475.0,421.5,251.61,0.0,3404.0,none,A3,1013.6,34016.0,0.0,38.872284,-104.452813,8,186,0.471,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],247796202,0.1,-10.6,57.73,154.2,,,,,1742361202.001,
a35c97,adsb_icao,JBU98   ,N3156J,BCS3,AIRBUS A220-300,JETBLUE AIRWAYS CORP,2024.0,12175,11950.0,346.2,88.01,,1463.0,none,A3,1011.2,23008.0,72.42,39.953842,-104.432617,8,186,0.339,2.0,1.0,10.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],146917683,0.3,-4.9,28.757,63.2,,1984.0,,,1742361202.001,
a9d3af,adsb_icao,NKS825  ,N732NK,A21N,,ALC A321 52024 LLC,2024.0,36025,35625.0,428.6,250.51,-128.0,4117.0,none,A3,1012.8,36000.0,,39.227895,-104.382507,8,186,0.0,2.0,1.0,10.0,2.0,3.0,perhour,2.0,3.0,0.0,0.0,[],[],34275028,0.0,-15.0,41.684,137.2,,,,,1742361202.001,
a0b7fa,adsb_icao,UAL1338 ,N14520,A21N,,UNITED AIRLINES INC,2024.0,14325,14075.0,279.7,281.55,-1280.0,2557.0,none,A3,1012.0,12000.0,0.0,39.330597,-104.369759,8,186,0.268,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],23675442,0.0,-11.7,37.783,130.3,,,,,1742361202.001,
