hex,type,flight,r,t,desc,ownOp,year,alt_baro,alt_geom,gs,track,baro_rate,squawk,emergency,category,nav_qnh,nav_altitude_mcp,nav_heading,lat,lon,nic,rc,seen_pos,version,nic_baro,nac_p,nac_v,sil,sil_type,gva,sda,alert,spi,mlat,tisb,messages,seen,rssi,dst,dir,nav_modes,geom_rate,true_heading,calc_track,time,dbFlags
aab0ba,adsb_icao,SWA1954 ,N7881A,B737,BOEING 737-700,WELLS FARGO TRUST CO NA TRUSTEE,2008.0,41000,40900.0,503.8,93.3,64.0,3535.0,none,A3,1013.6,40992.0,87.89,39.715343,-101.930054,8,186,0.371,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],130289708,0.3,-24.8,141.313,89.6,,,,,1742360640.001,
a0fd0f,adsb_icao,USC55   ,N163CK,LJ35,LEARJET 35,KALITTA CHARTERS LLC,1978.0,28100,27650.0,432.7,263.63,,6737.0,none,A1,,,,39.840363,-101.872758,9,75,0.278,2.0,0.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],21027214,0.2,-22.3,143.949,86.6,,-768.0,,,1742360640.001,
a8102a,adsb_icao,UAL1792 ,N61898,B739,BOEING 737-900,UNITED AIRLINES INC,2016.0,36000,35550.0,400.7,256.73,0.0,3034.0,none,A3,1013.6,36000.0,248.2,40.582239,-101.826033,8,186,0.188,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],122276624,0.2,-12.2,153.752,69.8,,,,,1742360640.001,
a31a57,adsb_icao,UAL760  ,N29978,B789,BOEING 787-9 Dreamliner,UNITED AIRLINES INC,2020.0,35000,34450.0,547.3,49.15,,1426.0,none,A5,1012.8,35008.0,42.19,42.212997,-101.803998,8,186,0.596,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],64382682,0.6,-13.7,207.141,43.2,"['autopilot', 'vnav', 'lnav', 'tcas']",-64.0,,,1742360640.001,
a3615f,adsb_icao,FFT4855 ,N317FR,A20N,AIRBUS A-320neo,WELLS FARGO TRUST CO NA TRUSTEE,2017.0,38000,37975.0,447.0,311.64,64.0,7347.0,none,A3,1012.8,38016.0,,37.638136,-101.733398,8,186,0.837,2.0,1.0,10.0,2.0,3.0,perhour,,,0.0,0.0,[],[],125535904,0.8,-26.6,197.992,128.5,,,,,1742360640.001,
abbce5,adsb_icao,SWA8510 ,N8554X,B738,BOEING 737-800,SOUTHWEST AIRLINES CO,2017.0,32000,31475.0,433.2,256.93,-64.0,2626.0,none,A3,1013.6,32000.0,262.27,40.675856,-101.301249,8,186,0.627,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],127873704,0.2,-8.8,178.242,70.4,,,,,1742360640.001,
a03fff,adsb_icao,AAL662  ,N115NN,A321,AIRBUS A-321,AMERICAN AIRLINES INC,2014.0,32025,31700.0,441.9,311.88,0.0,,,A3,,,,37.298401,-101.265895,8,186,26.797,0.0,,8.0,1.0,2.0,perhour,,,0.0,0.0,[],[],116937661,24.0,-27.5,228.184,128.8,,,,,1742360640.001,
a0a80e,adsb_icao,SKW5700 ,N141SY,E75L,EMBRAER ERJ-170-200 (long wing),SKYWEST AIRLINES INC,2015.0,35000,34450.0,478.9,66.75,0.0,6573.0,none,A3,1013.6,35008.0,,42.188644,-100.837638,8,186,0.596,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],102316149,0.2,-16.5,238.852,50.7,"['autopilot', 'vnav', 'tcas']",,,,1742360640.001,
adf64c,adsb_icao,CSB405  ,N999YV,B762,BOEING 767-200,BANK OF UTAH TRUSTEE,1987.0,37000,36700.0,533.0,89.25,64.0,3211.0,none,A3,1012.8,36992.0,89.3,39.383379,-100.495239,8,186,0.085,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],48329163,0.1,-20.2,209.138,94.4,,,,,1742360640.001,
a5666e,adsb_icao,UPS809  ,N447UP,B752,BOEING 757-200,WILMINGTON TRUST CO OWNER TRUSTEE,1994.0,35000,34550.0,522.7,84.18,0.0,1407.0,none,A4,1012.8,35008.0,82.97,40.475821,-100.314539,8,186,0.074,2.0,1.0,11.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],36079318,0.1,-4.5,219.195,76.9,"['vnav', 'tcas']",,,,1742360640.001,
a76df8,adsb_icao,AAL2402 ,N578UW,A321,AIRBUS A-321,AMERICAN AIRLINES INC,2014.0,34025,33675.0,477.7,321.71,0.0,2312.0,none,A3,1013.6,34016.0,,38.91568,-100.289114,8,186,0.739,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],123896107,0.7,-25.9,223.839,101.3,,,,,1742360640.001,
a76f67,adsb_icao,UAL1898 ,N57863,B753,BOEING 757-300,UNITED AIRLINES INC,2001.0,37000,36775.0,518.3,88.12,0.0,3262.0,none,A4,1013.6,36992.0,87.19,40.170181,-100.119141,8,186,0.269,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],106237041,0.2,-9.9,225.65,81.9,,,,,1742360640.001,
abb5e6,adsb_icao,SKW5445 ,N85373,E75L,EMBRAER ERJ-170-200 (long wing),UNITED AIRLINES INC,,35000,34575.0,482.5,76.94,64.0,3532.0,none,A3,1013.6,35008.0,,40.597458,-100.065308,8,186,0.267,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],21121162,0.3,-6.4,231.726,75.6,"['autopilot', 'vnav', 'tcas']",,,,1742360640.001,
a6e720,adsb_icao,DAL685  ,N544DN,A21N,AIRBUS A-321neo,DELTA AIR LINES INC,2023.0,38050,37800.0,439.6,251.57,0.0,6223.0,none,A3,1012.8,38016.0,,38.456431,-109.37854,8,186,0.87,2.0,1.0,10.0,1.0,3.0,perhour,2.0,3.0,0.0,0.0,[],[],172094485,0.9,-30.6,218.468,250.8,,,,,1742360650.001,
abb1c2,adsb_icao,SWA3255 ,N8524Z,B738,BOEING 737-800,SOUTHWEST AIRLINES CO,2017.0,38000,37700.0,423.5,252.55,64.0,6544.0,none,A3,1013.6,38016.0,246.09,38.534683,-109.032739,8,186,0.245,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],133719356,0.2,-26.2,201.644,250.3,,,,,1742360650.001,
ac04c2,adsb_icao,,N87364,E75L,EMBRAER ERJ-170-200 (long wing),UNITED AIRLINES INC,2020.0,34000,33300.0,432.9,290.7,0.0,,,A3,1013.6,34016.0,,42.257767,-108.937558,8,186,13.635,0.0,1.0,10.0,2.0,3.0,perhour,,,0.0,0.0,[],[],33231881,0.0,-14.9,234.172,311.5,"['autopilot', 'vnav', 'tcas']",,,,1742360650.001,
aa72f5,adsb_icao,SWA4297 ,N7721E,B737,BOEING 737-700,SOUTHWEST AIRLINES CO,2006.0,38000,37625.0,422.8,249.51,0.0,3272.0,none,A3,1013.6,38016.0,241.88,38.779633,-108.394278,8,186,0.452,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],122515239,0.2,-25.9,168.394,251.1,,,,,1742360650.001,
a1b573,adsb_icao,SWA3422 ,N209WN,B737,BOEING 737-700,SOUTHWEST AIRLINES CO,2005.0,40000,39775.0,403.6,255.65,0.0,5620.0,none,A3,1013.6,40000.0,260.86,38.048075,-107.963841,8,186,0.245,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],134005655,0.2,-14.2,172.098,234.8,,,,,1742360650.001,
a45210,adsb_icao,FFT2142 ,N378FR,A20N,AIRBUS A-320neo,BANK OF UTAH TRUSTEE,2021.0,33000,32625.0,462.3,42.28,0.0,731.0,none,A3,1012.8,32992.0,,37.693909,-107.608863,8,186,0.452,2.0,1.0,10.0,2.0,3.0,perhour,2.0,3.0,0.0,0.0,[],[],137520298,0.2,-15.6,173.574,225.8,,,,,1742360650.001,
ac0c41,adsb_icao,SWA3762 ,N8757L,B38M,BOEING 737 MAX 8,SOUTHWEST AIRLINES CO,2022.0,32975,32525.0,480.6,42.55,384.0,2611.0,none,A3,1013.6,32992.0,28.12,37.821971,-107.46659,8,186,0.245,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],114613179,0.2,-15.5,163.352,226.0,,,,,1742360650.001,
a40817,adsb_icao,JTL359  ,N359V,CL60,BOMBARDIER CL-600 Challenger,VALMONT INDUSTRIES INC,1997.0,37000,36375.0,501.4,87.83,,6054.0,none,A5,1013.6,36992.0,71.02,41.539673,-107.324378,8,186,0.349,2.0,1.0,11.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],13849237,0.1,-22.6,151.639,316.2,,0.0,,,1742360650.001,8.0
a97c9a,adsb_icao,FFT1821 ,N710FR,A321,AIRBUS A-321,WILMINGTON TRUST CO TRUSTEE,2016.0,33975,33450.0,423.8,252.42,-128.0,4175.0,none,A3,1012.8,34016.0,,38.397812,-107.310187,8,186,0.452,2.0,1.0,10.0,2.0,3.0,perhour,2.0,3.0,0.0,0.0,[],[],111517464,0.2,-24.4,134.837,234.1,,,,,1742360650.001,
a51f0f,adsb_icao,SWA4289 ,N429WN,B737,BOEING 737-700,SOUTHWEST AIRLINES CO,2002.0,37975,37900.0,396.3,240.52,128.0,1355.0,none,A3,1013.6,38016.0,232.03,36.522446,-107.165394,8,186,1.104,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],141010995,0.8,-15.8,218.736,208.7,,,,,1742360650.001,
a475a3,adsb_icao,DAL779  ,N387DN,A321,AIRBUS A-321,DELTA AIR LINES INC,2019.0,36050,35925.0,409.7,262.29,64.0,1473.0,none,A3,1013.6,36000.0,0.0,36.580856,-107.096214,8,186,0.365,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],156974717,0.4,-16.8,214.092,208.3,,,,,1742360650.001,
a5ca89,adsb_icao,SWA1313 ,N472WN,B737,BOEING 737-700,SOUTHWEST AIRLINES CO,2004.0,40000,39900.0,401.7,266.57,0.0,7130.0,none,A3,1013.6,40000.0,255.23,37.528599,-106.970832,8,186,0.245,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],121060934,0.2,-26.4,162.001,215.6,,,,,1742360650.001,
a47cd1,adsb_icao,ATN3388 ,N389AZ,B763,BOEING 767-300,CARGO AIRCRAFT MANAGEMENT INC,1995.0,38025,37675.0,423.6,252.98,0.0,6715.0,none,A5,1013.6,38016.0,244.69,38.798311,-106.862244,8,186,0.349,2.0,1.0,10.0,2.0,3.0,perhour,2.0,3.0,0.0,0.0,[],[],67748091,0.0,-25.3,103.742,237.6,,,,,1742360650.001,
a77c11,adsb_icao,UAL800  ,N58101,B752,BOEING 757-200,UNITED AIRLINES INC,1994.0,36000,35450.0,426.2,261.91,0.0,3275.0,none,A4,1013.6,36000.0,253.83,39.755611,-106.834656,8,186,0.031,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],143634015,0.0,-20.4,85.147,271.3,,,,,1742360650.001,
a1ce99,adsb_icao,JBU1723 ,N2151J,A21N,AIRBUS A-321neo,JETBLUE AIRWAYS CORP,2023.0,33975,33650.0,407.3,250.94,-128.0,,,A3,1013.6,34016.0,0.0,37.559921,-106.805225,8,186,0.007,0.0,1.0,8.0,1.0,2.0,perhour,,,0.0,0.0,[],[],163255678,0.0,-22.5,156.086,213.6,,,,,1742360650.001,
a752b3,adsb_icao,LXJ571  ,N571FX,CL30,BOMBARDIER BD-100 Challenger 300,FLEXJET LLC,2014.0,42850,42950.0,525.4,65.73,,1623.0,none,A2,1012.8,44992.0,56.25,36.630524,-106.752949,8,186,0.503,2.0,1.0,11.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],407048,0.5,-24.1,204.335,204.6,,384.0,,,1742360650.001,
ab38a1,adsb_icao,DAL656  ,N822DN,B739,BOEING 737-900,DELTA AIR LINES INC,2014.0,34000,33425.0,424.9,275.4,0.0,3142.0,none,A3,1013.6,34016.0,265.78,39.027115,-106.717651,8,186,0.782,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],136164198,0.5,-26.0,90.849,242.5,,,,,1742360650.001,
acd619,adsb_icao,SKW5132 ,N926SW,CRJ2,BOMBARDIER Regional Jet CRJ-200,SKYWEST AIRLINES INC,2002.0,30000,29325.0,456.6,322.65,,3251.0,none,A2,1012.8,30016.0,,42.714937,-106.622634,8,186,0.521,2.0,1.0,10.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],87792944,0.0,-1.8,193.273,338.1,,0.0,,,1742360650.001,
a95d32,adsb_icao,NKS108  ,N702NK,A21N,AIRBUS A-321neo,WILMINGTON TRUST CO TRUSTEE,2023.0,36975,36850.0,521.6,72.71,64.0,6754.0,none,A3,1012.8,36992.0,,36.736931,-106.487381,8,186,1.113,2.0,1.0,10.0,2.0,3.0,perhour,2.0,3.0,0.0,0.0,[],[],102210214,0.0,-29.1,193.58,201.9,,,,,1742360650.001,
a28ee7,adsb_icao,SWA4066 ,N264LV,B737,BOEING 737-700,SOUTHWEST AIRLINES CO,2007.0,38000,37400.0,438.7,305.54,0.0,1430.0,none,A3,1013.6,38016.0,298.83,42.068373,-106.419451,8,186,0.118,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],126798008,0.1,-19.7,154.151,335.6,,,,,1742360650.001,
abd204,adsb_icao,SWA2380 ,N8606C,B738,BOEING 737-800,UMB BANK NA TRUSTEE,,38000,37775.0,409.9,256.17,0.0,6234.0,none,A3,1013.6,38016.0,248.91,38.121689,-106.310198,8,186,0.118,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],132179511,0.0,-24.8,115.03,212.8,,,,,1742360650.001,
adbe91,adsb_icao,JBU988  ,N985JT,A321,AIRBUS A-321,JETBLUE AIRWAYS CORP,2017.0,34950,34725.0,517.6,75.91,256.0,7227.0,none,A3,1013.6,35008.0,0.0,36.155028,-105.964304,8,186,0.365,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],1947136331,0.4,-21.5,220.077,192.4,,,,,1742360650.001,
ab741e,adsb_icao,UAL1325 ,N837UA,A319,AIRBUS A-319,UNITED AIRLINES INC,2001.0,36000,35450.0,456.1,307.88,0.0,3542.0,none,A3,1012.8,36000.0,,41.276705,-105.930738,8,186,0.118,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],122886413,0.1,-12.6,101.807,335.4,,,,,1742360650.001,
accb50,adsb_icao,SWA2089 ,N923WN,B737,BOEING 737-700,SOUTHWEST AIRLINES CO,2008.0,31900,31225.0,417.5,263.67,1856.0,1417.0,none,A3,1013.6,40000.0,350.16,39.84288,-105.921876,8,186,0.307,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],121246546,0.1,-13.5,43.426,278.5,,,,,1742360650.001,
a19f29,adsb_icao,SWA2643 ,N203WN,B737,BOEING 737-700,SOUTHWEST AIRLINES CO,2005.0,19700,19350.0,360.0,255.19,3968.0,6557.0,none,A3,1013.6,23008.0,253.12,39.769158,-105.27179,8,186,0.0,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],125630596,0.0,-5.7,13.074,278.0,,,,,1742360650.001,
a1be79,adsb_icao,AAY711  ,N211NV,A320,AIRBUS A-320,SUNRISE ASSET MANAGEMENT LLC,2013.0,36000,35825.0,395.8,243.76,0.0,,,A3,1012.8,36000.0,,36.625299,-105.250543,8,186,2.748,2.0,1.0,9.0,1.0,3.0,perhour,2.0,3.0,0.0,0.0,[],[],119209584,0.0,-22.4,187.363,183.8,,,,,1742360650.001,
a553ce,adsb_icao,UAL1303 ,N442UA,A320,AIRBUS A-320,UNITED AIRLINES INC,1998.0,25750,25325.0,427.1,308.35,1152.0,3226.0,none,A3,1012.8,36000.0,,40.86267,-105.230796,8,186,0.564,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],108604777,0.1,-11.2,68.347,350.8,,,,,1742360650.001,
ad08bd,adsb_icao,SKW5802 ,N939SW,CRJ2,BOMBARDIER Regional Jet CRJ-200,SKYWEST AIRLINES INC,2003.0,27425,26925.0,401.6,330.63,,5110.0,none,A2,1012.8,30016.0,,41.013313,-105.020683,8,186,0.031,2.0,1.0,10.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],58945915,0.0,-9.3,76.511,359.0,,896.0,,,1742360650.001,
a808d7,adsb_icao,ATN3453 ,N617AZ,B763,BOEING 767-300,AMAZON.COM SERVICES LLC,2001.0,16400,16025.0,335.4,272.91,3712.0,3233.0,none,A5,1011.2,23008.0,270.0,39.932323,-104.957074,8,186,0.349,2.0,1.0,10.0,2.0,3.0,perhour,2.0,3.0,0.0,0.0,[],[],87182471,0.0,-12.7,11.696,7.5,,,,,1742360650.001,
ad4cf2,adsb_icao,SWA4588 ,N956WN,B737,BOEING 737-700,SOUTHWEST AIRLINES CO,2011.0,38000,37800.0,427.2,258.11,0.0,1707.0,none,A3,1013.6,38016.0,241.17,38.389536,-104.800196,8,186,0.401,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],144719176,0.2,-20.1,81.518,173.7,,,,,1742360650.001,
a3689e,adsb_icao,DAL2851 ,N319DU,BCS3,,DELTA AIR LINES INC,2023.0,10025,9850.0,275.8,134.71,,1565.0,none,A3,1012.0,10016.0,80.16,39.547577,-104.800136,8,186,0.452,2.0,1.0,10.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],133231143,0.5,-16.0,14.48,142.6,,64.0,,,1742360650.001,
ac3adf,adsb_icao,SWA1785 ,N8875B,B38M,BOEING 737 MAX 8,SOUTHWEST AIRLINES CO,2023.0,10175,10000.0,298.1,268.27,448.0,1433.0,none,A3,1010.4,23008.0,260.16,39.930725,-104.785217,8,186,0.256,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],144932472,0.0,-5.1,14.887,39.4,,,,,1742360650.001,
a5aa1c,adsb_icao,SKW5085 ,N464SW,CRJ2,BOMBARDIER Regional Jet CRJ-200,SKYWEST AIRLINES INC,2003.0,18550,18275.0,338.5,347.89,,5177.0,none,A2,1012.8,30016.0,,40.40413,-104.742154,8,186,0.256,2.0,1.0,10.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],56365757,0.2,-11.6,41.519,15.9,,1984.0,,,1742360650.001,
aded25,adsb_icao,FDX1332 ,N997FD,B752,BOEING 757-200,FEDERAL EXPRESS CORP,,ground,,0.0,,,1440.0,none,A4,,,,38.814159,-104.721426,8,186,0.503,2.0,,9.0,1.0,3.0,perhour,,2.0,,,[],[],30835233,0.5,-7.2,56.928,167.2,,,2.81,,1742360650.001,
a413cb,adsb_icao,XSR362  ,N362AS,E55P,EMBRAER EMB-505 Phenom 300,"EXECUTIVE AIRSHARE LLC, KESSENICH DAVID, KESSENICH COLLEN, GREEN",2016.0,19625,19250.0,374.0,157.69,2432.0,3530.0,none,A2,1012.8,23008.0,149.77,39.24115,-104.714276,8,186,0.282,2.0,1.0,10.0,3.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],29423293,0.2,-15.6,32.523,156.8,,,,,1742360650.001,
a2396e,adsb_icao,SWA3359 ,N242WN,B737,BOEING 737-700,SOUTHWEST AIRLINES CO,2006.0,ground,,0.0,,,1462.0,none,A3,,,,38.799475,-104.703857,8,186,1.483,2.0,,10.0,2.0,3.0,perhour,,2.0,,,[],[],128115614,1.5,-3.2,57.971,166.6,,,0.0,,1742360650.001,
a022c4,adsb_icao,DAL2103 ,N108DN,A321,AIRBUS A-321,DELTA AIR LINES INC,2021.0,36025,35450.0,425.9,234.56,0.0,3630.0,none,A3,1012.8,36000.0,,41.248355,-104.703577,8,186,0.118,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],162734391,0.1,-10.2,91.551,8.1,,,,,1742360650.001,
a5ae2f,adsb_icao,SWA706  ,N465WN,B737,BOEING 737-700,SOUTHWEST AIRLINES CO,2004.0,6725,6625.0,142.7,339.91,3776.0,2761.0,none,A3,1011.2,23008.0,347.34,39.884235,-104.697327,8,186,0.031,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],121912131,0.0,-12.5,16.075,57.1,,,,,1742360650.001,
a5ce40,adsb_icao,SWA599  ,N473WN,B737,BOEING 737-700,SOUTHWEST AIRLINES CO,2004.0,ground,,14.2,,,,,A3,,,,39.860435,-104.683959,8,186,14.061,0.0,,8.0,,2.0,perhour,,,,,[],[],113394046,14.1,-14.8,15.896,62.6,,,180.0,,1742360650.001,
ac32f2,adsb_icao,SWA1670 ,N8851Q,B38M,BOEING 737 MAX 8,SOUTHWEST AIRLINES CO,2023.0,ground,,9.2,,,3522.0,,A3,,,,39.863636,-104.681915,8,186,0.282,2.0,,10.0,2.0,3.0,perhour,,2.0,0.0,0.0,[],[],149645351,0.3,-12.9,16.068,62.2,,,348.75,,1742360650.001,
a742ec,adsb_icao,SWA3438 ,N567WN,B737,BOEING 737-700,SOUTHWEST AIRLINES CO,2002.0,ground,,0.1,,,1447.0,none,A3,,,,39.862879,-104.680771,8,186,8.694,2.0,,10.0,2.0,3.0,perhour,,2.0,0.0,0.0,[],[],135873132,8.7,-15.5,16.093,62.4,,,270.0,,1742360650.001,
ac2bc6,adsb_icao,SWA791  ,N8833L,B38M,BOEING 737 MAX 8,SOUTHWEST AIRLINES CO,2022.0,ground,,0.0,,,3245.0,none,A3,,,,39.863717,-104.68074,8,186,3.084,2.0,,10.0,2.0,3.0,perhour,,2.0,0.0,0.0,[],[],147351860,2.6,-12.3,16.118,62.3,,,270.0,,1742360650.001,
abd90c,adsb_icao,SWA1603 ,N8623F,B738,BOEING 737-800,SOUTHWEST AIRLINES CO,2013.0,ground,,0.0,,,5161.0,none,A3,,,,39.86412,-104.680735,8,186,11.527,2.0,,10.0,2.0,3.0,perhour,,2.0,0.0,0.0,[],[],133894441,1.9,-12.1,16.129,62.2,,,270.0,,1742360650.001,
a5f208,adsb_icao,SWA2521 ,N482WN,B737,BOEING 737-700,SOUTHWEST AIRLINES CO,2004.0,ground,,0.0,,,3552.0,none,A3,,,,39.864166,-104.678914,8,186,3.551,2.0,,10.0,2.0,3.0,perhour,,2.0,0.0,0.0,[],[],126762035,3.6,-16.2,16.205,62.3,,,270.0,,1742360650.001,
0c2082,adsb_icao,CMP477  ,HP-1826CMP,B738,BOEING 737-800,,,7550,7425.0,223.6,79.7,1344.0,3252.0,none,A3,1011.2,23008.0,104.77,39.91832,-104.664539,8,186,0.364,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],31093987,0.1,-6.6,18.474,54.3,,,,,1742360650.001,
aa6fca,adsb_icao,SWA1193 ,N7715E,B737,BOEING 737-700,SOUTHWEST AIRLINES CO,2005.0,10050,9875.0,133.0,0.43,0.0,4165.0,none,A3,1011.2,10016.0,348.05,39.570511,-104.663643,8,186,0.349,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],131344116,0.3,-17.3,18.182,123.7,,,,,1742360650.001,
a528d6,adsb_icao,SWA1277 ,N431WN,B737,BOEING 737-700,SOUTHWEST AIRLINES CO,2002.0,9050,8900.0,138.0,0.83,0.0,1064.0,none,A3,1011.2,8992.0,348.75,39.642105,-104.662748,8,186,0.349,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],133763470,0.3,-13.8,16.217,111.0,,,,,1742360650.001,
aa457b,adsb_icao,CSB194  ,N761CK,B763,BOEING 767-300,KALITTA AIR LLC,1989.0,ground,,0.0,,,1475.0,none,A5,,,,39.847893,-104.662479,8,186,40.34,2.0,,9.0,1.0,3.0,perhour,,2.0,0.0,0.0,[],[],49221834,40.3,-30.8,16.471,66.6,,,0.0,,1742360650.001,
ac01d3,adsb_icao,DAL1064 ,N873DN,B739,BOEING 737-900,UMB BANK NA TRUSTEE,2017.0,7525,7400.0,141.0,0.41,-768.0,3660.0,none,A3,1012.0,10016.0,352.97,39.727075,-104.661804,8,186,0.641,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],125543773,0.1,-8.5,15.185,92.6,,,,,1742360650.001,
a376ec,adsb_icao,DAL1049 ,N322NB,A319,AIRBUS A-319,DELTA AIR LINES INC,2001.0,6225,6125.0,116.0,359.51,-576.0,6746.0,none,A3,1012.0,10016.0,0.0,39.793533,-104.661135,8,186,0.349,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],128258269,0.2,-12.3,15.537,77.8,,,,,1742360650.001,
a94ae3,adsb_icao,UAL1915 ,N69804,B739,BOEING 737-900,UNITED AIRLINES INC,2013.0,ground,5350.0,57.5,,,,,A3,,,,39.84505,-104.66037,8,186,51.917,2.0,,9.0,1.0,3.0,perhour,,2.0,0.0,0.0,[],[],119694187,43.0,-29.6,16.494,67.2,,,0.0,,1742360650.001,
a2bba8,adsb_icao,UAL767  ,N27515,B39M,BOEING 737 MAX 9,WILMINGTON TRUST CO TRUSTEE,2020.0,9800,9625.0,287.0,181.0,-1024.0,1312.0,none,A3,1011.2,8992.0,173.67,39.641931,-104.504456,8,186,0.349,2.0,1.0,10.0,2.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],101180104,0.3,-14.5,23.194,104.4,,,,,1742360650.001,
a2479f,adsb_icao,SKW4660 ,N246PS,CRJ2,BOMBARDIER Regional Jet CRJ-200,SKYWEST AIRLINES INC,2004.0,11125,10875.0,389.1,175.73,,5167.0,none,A2,1008.0,11008.0,,39.066452,-104.490051,8,186,0.256,2.0,1.0,10.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],9856852,0.3,-12.1,46.585,150.0,,-128.0,,,1742360650.001,
a455c7,adsb_icao,FFT2632 ,N379FR,A20N,AIRBUS A-320neo,BANK OF UTAH TRUSTEE,2021.0,26600,26150.0,360.3,172.18,512.0,3270.0,none,A3,1012.8,35008.0,,39.295715,-104.388149,8,186,0.349,2.0,1.0,10.0,2.0,3.0,perhour,2.0,3.0,0.0,0.0,[],[],130720601,0.1,-13.9,38.56,133.5,,,,,1742360650.001,
a36a10,adsb_icao,UPS801  ,N319UP,B763,BOEING 767-300,UNITED PARCEL SERVICE CO,1997.0,15000,14675.0,322.0,97.85,3968.0,3203.0,none,A5,1011.2,35008.0,82.97,39.802094,-104.268553,8,186,0.132,2.0,1.0,10.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],75163979,0.1,-7.6,33.52,83.3,"['vnav', 'tcas']",,,,1742360650.001,
a75634,adsb_icao,DAL781  ,N572DT,A21N,AIRBUS A-321neo,DELTA AIR LINES INC,2024.0,38000,37800.0,420.1,264.26,0.0,2105.0,none,A3,1012.8,38016.0,,38.689407,-104.222518,8,186,0.132,2.0,1.0,10.0,1.0,3.0,perhour,2.0,3.0,0.0,0.0,[],[],101060918,0.1,-13.6,72.446,150.2,,,,,1742360650.001,
a4e876,adsb_icao,UAL772  ,N415UA,A320,AIRBUS A-320,UNITED AIRLINES INC,1994.0,28925,28475.0,442.3,149.72,64.0,3276.0,none,A3,1012.8,28992.0,,38.490089,-104.135193,8,186,0.256,2.0,1.0,9.0,1.0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],117692325,0.1,-15.7,84.92,151.8,,,,,1742360650.001,
